City,State,latitude,longitude
Winter Park,FL,28.6000625,-81.3427438436485
Winter Springs,FL,28.693322,-81.2885095550076
Yulee,FL,30.627848,-81.5902278131803
Acworth,GA,34.0659329,-84.6768796
Albany,GA,31.5782062,-84.1556809
Alpharetta,GA,34.0709576,-84.2747329
Athens,GA,33.9597677,-83.376398
Atlanta,GA,33.7490987,-84.3901849
Augusta,GA,33.4709714,-81.9748429
Bainbridge,GA,30.9038252,-84.5754768
Ball Ground,GA,34.6520285,-84.7602153
Blairsville,GA,34.8759067,-83.958371
Braselton,GA,34.1092735,-83.7626729
Brookhaven,GA,33.8584368,-84.340203
Brunswick,GA,31.1499528,-81.4914894
Buford,GA,34.1206564,-84.0043513
Canton,GA,34.2367621,-84.4907621
Carrollton,GA,33.5801103,-85.0766113
Cartersville,GA,34.1650972,-84.7999383
Centerville,GA,32.630145,-83.6896285
Chamblee,GA,33.892176,-84.2988296
College Park,GA,33.6534427,-84.4493725
Columbus,GA,32.4609764,-84.9877094
Conyers,GA,33.6676103,-84.0176904
Covington,GA,33.5967815,-83.8601827
Cumming,GA,34.2073196,-84.1401926
Cuthbert,GA,31.7712748,-84.7893658
Dacula,GA,33.9887165,-83.8979573
Dallas,GA,33.9237141,-84.8407732
Decatur,GA,33.7737582,-84.296069
Douglasville,GA,33.7514966,-84.7477136
Duluth,GA,34.0028569,-84.1441046
Dunwoody,GA,33.9430886,-84.3097487128839
Ellijay,GA,34.6950278,-84.4827394
Evans,GA,32.1613648,-81.8980725
Fayetteville,GA,33.4487257,-84.4549262
Flowery Branch,GA,34.177895,-83.930062
Gainesville,GA,34.2978794,-83.8240663
Griffin,GA,33.2467807,-84.2640904
Grovetown,GA,33.4504157,-82.1981764
Hahira,GA,30.9913064,-83.3726575
Hampton,GA,33.3870578,-84.2829784
Hoschton,GA,34.096496,-83.7612839
Hull,GA,34.0148352,-83.2937659
Jasper,GA,33.3254635,-83.6868559
Jefferson,GA,33.0380388,-82.436141
Jesup,GA,31.6074365,-81.8853924
Johns Creek,GA,34.0181557,-84.190196
Kathleen,GA,32.495294,-83.6099696
Kennesaw,GA,34.0234337,-84.6154897
Lagrange,GA,33.039291,-85.0313269
Lakemont,GA,34.7820378,-83.4162755
Lawrenceville,GA,33.9562149,-83.9879625
Leesburg,GA,32.5362511,-84.8957642
Lilburn,GA,33.8901036,-84.1429719
Lincolnton,GA,33.7923477,-82.479018
Lithia Springs,GA,33.7939953,-84.6604899
Lithonia,GA,33.7123305,-84.1051939
Loganville,GA,33.8389977,-83.9007382
Mableton,GA,33.8188333,-84.5822632
Macon,GA,32.8406946,-83.6324022
Manchester,GA,32.8598538,-84.6199251
Marietta,GA,33.9528472,-84.5496148
Martinez,GA,33.5185135,-82.0902082166508
Mcdonough,GA,33.4473361,-84.1468616
Midway,GA,31.805769,-81.4306642
Morganton,GA,34.8755802,-84.2441114
Morrow,GA,33.5831662,-84.3393683
Newnan,GA,33.3806716,-84.7996573
Norcross,GA,33.9412127,-84.2135309
Peachtree City,GA,33.3967829,-84.5957629
Peachtree Corners,GA,33.9701009,-84.2215869
Pooler,GA,32.1158983,-81.2495131
Port Wentworth,GA,32.149092,-81.1631681
Powder Springs,GA,33.8595492,-84.683824
Reidsville,GA,32.0868611,-82.1178978
Richmond Hill,GA,31.9382652,-81.3034433
Rome,GA,34.257038,-85.1646726
Roswell,GA,34.02332,-84.360022
Rydal,GA,34.3429729,-84.7176509
Saint Simons Island,GA,31.2182863,-81.3612077
Sandy Springs,GA,33.9242688,-84.3785379
Savannah,GA,32.0835407,-81.0998342
Smyrna,GA,33.5981814,-83.4048862
Snellville,GA,33.857328,-84.0199108
Stockbridge,GA,33.5442781,-84.2338093
Sugar Hill,GA,34.1064895,-84.0335197
Suwanee,GA,34.0514898,-84.0712997
Sylvania,GA,32.7504441,-81.636776
Tucker,GA,33.851464,-84.2237499358781
Tyrone,GA,33.6723506,-82.8612563
Valdosta,GA,30.8327022,-83.2784851
Warner Robins,GA,32.598313,-83.6256770145824
Winder,GA,33.9919085,-83.7184368
Woodstock,GA,34.1014112,-84.5192192
Council Bluffs,IA,41.2621283,-95.8613912
Sumner,IA,42.8488865,-92.0970758
Boise,ID,43.61656,-116.200835
Caldwell,ID,43.6678736,-116.6894156
Coeur D Alene,ID,47.7066144,-116.8551
Coeur D'Alene,ID,47.6776832,-116.7804664
Emmett,ID,43.8734979,-116.4993012
Hayden Lake,ID,47.7587944,-116.7568579
Idaho Falls,ID,43.4935245,-112.0400919
Meridian,ID,43.6086295,-116.392326
Rathdrum,ID,47.8111746,-116.8968861
Smelterville,ID,47.5426994,-116.1815561
Alsip,IL,41.6689223,-87.7386619
Arlington Heights,IL,42.0812678,-87.9800662
Atkinson,IL,31.3030105,-82.8839362
Aurora,IL,41.7571701,-88.3147539
Barrington,IL,42.1539141,-88.1361888
Bartlett,IL,41.9908485,-88.1850028
Batavia,IL,-6.1753942,106.827183
Belleville,IL,38.5200504,-89.9839935
Belvidere,IL,42.2579991,-88.841734
Bensenville,IL,41.9538384,-87.9431781
Berwyn,IL,41.8505874,-87.7936685
Bolingbrook,IL,41.7003302,-88.0717708
Bourbonnais,IL,41.1639309,-87.8839693
Brookfield,IL,41.8228378,-87.848085
Chicago,IL,41.8755546,-87.6244212
Calumet City,IL,41.616016,-87.5295837
Carbondale,IL,37.7274692,-89.216655
Champaign,IL,40.1164205,-88.2433829
Collinsville,IL,38.6703267,-89.9845476
Country Club Hills,IL,41.5680898,-87.7203257
Crete,IL,35.2788061,24.9342885396631
Crystal Lake,IL,42.2411344,-88.3161965
Darien,IL,41.0787079,-73.4692873
Decatur,IL,39.8454163,-88.9524151
Deerfield,IL,42.1711365,-87.8445119
Dekalb,IL,41.9294736,-88.7503647
Downers Grove,IL,41.7938195,-88.010376
Dundee,IL,56.4605938,-2.97019
East Dundee,IL,42.0989145,-88.2714689
Elgin,IL,42.03726,-88.2810994
Elmhurst,IL,41.8994745,-87.9403418
Evanston,IL,42.0447388,-87.6930459
Fairview Heights,IL,25.0206281,-77.3588164127835
Forest Park,IL,45.56146795,-122.758580575807
Galena,IL,42.4157304,-90.4294726
Geneva,IL,46.2017559,6.1466014
Girard,IL,33.0404323,-81.7120567
Glen Ellyn,IL,41.8775293,-88.0670118
Glencoe,IL,42.1350268,-87.7581188
Glenview,IL,42.0700662,-87.8114044
Grayslake,IL,42.3433518,-88.0412192
Gurnee,IL,42.3702996,-87.9020186
Highland,IL,57.5066357,-5.0038367
Highland Park,IL,25.06425655,-77.3750775105155
Hinsdale,IL,41.8024604,-87.9299841
Hoffman Estates,IL,42.0426639,-88.079871
Homewood,IL,44.65592325,-75.5881667806019
Huntley,IL,42.1722503,-88.42692
Itasca,IL,47.4968343,-93.6225663
Joliet,IL,41.5263603,-88.0840212
La Grange,IL,41.8054577,-87.8748644
Lake Villa,IL,42.4169651,-88.0739708
Lansing,IL,42.7337712,-84.5553805
Libertyville,IL,42.2830786,-87.9531303
Lisle,IL,47.0618839,5.8157352
Lombard,IL,41.8800296,-88.0078435
Lyons,IL,41.811108,-87.8232695
Mascoutah,IL,38.490327,-89.793154
Matteson,IL,41.5039235,-87.7131018
Mccook,IL,40.201542,-100.625654
Mchenry,IL,42.3294391,-88.4605713
Mokena,IL,41.5261437,-87.8892189
Morton,IL,40.6127349,-89.459323
Mossville,IL,40.8155926,-89.5678728
Mount Prospect,IL,42.0664167,-87.9372908
Mt Prospect,IL,42.0664167,-87.9372908
Mundelein,IL,42.263079,-88.0039653
Naperville,IL,41.7728659,-88.1478527
New Baden,IL,38.5349571,-89.7007595
O Fallon,IL,58.4388826,11.8168773783069
O'Fallon,IL,38.5922715,-89.9112124
Oak Lawn,IL,41.7108662,-87.7581081
Oak Park,IL,41.8878145,-87.7887615
Orangeville,IL,43.9194098,-80.0988238
Orland Park,IL,41.6303103,-87.8539425
Oswego,IL,41.6789932,-88.3550216
Palatine,IL,42.1105779,-88.0336888
Park Ridge,IL,42.0111412,-87.8406192
Pekin,IL,39.9059631,116.391248
Peoria,IL,40.6938609,-89.5891008
Plainfield,IL,41.623191,-88.2284325789041
River Forest,IL,41.8978091,-87.8139483
Rockford,IL,42.2713945,-89.093966
Rolling Meadows,IL,42.0841936,-88.0131275
Romeoville,IL,41.6475306,-88.0895061
Roselle,IL,41.9847505,-88.0797933
Round Lake,IL,42.353355,-88.0934145
Saint Charles,IL,41.9139556,-88.31249
Schaumburg,IL,42.0333608,-88.083406
Shiloh,IL,38.5614383,-89.8973233
Shorewood,IL,43.0883957,-87.8881302
So. Beloit,IL,,
South Elgin,IL,41.9941938,-88.2922996
Springfield,IL,39.7989763,-89.6443688
Streator,IL,41.1210446,-88.835256
Sugar Grove,IL,41.7614181,-88.443686
Sycamore,IL,41.9889173,-88.6867538
Tinley Park,IL,41.5733669,-87.7844944
Urbana,IL,40.1117174,-88.207301
Vernon Hills,IL,42.2204892,-87.9803604
Warrenville,IL,41.8178407,-88.1733545
Washington,IL,38.8949549,-77.0366456
Waterloo,IL,43.466874,-80.524635
Waukegan,IL,42.3636331,-87.8447938
Westmont,IL,41.7950525,-87.9751964
Wheaton,IL,41.8646959,-88.1101709
Wheeling,IL,42.1250895,-87.9292806729976
Winfield,IL,37.2397486,-96.9955919
Woodridge,IL,41.7563344,-88.045559
Anderson,IN,40.1053196,-85.6802541
Auburn,IN,41.3669902,-85.0588632
Bloomington,IN,39.1670396,-86.5342881
Carmel,IN,39.9788383,-86.118731
Columbus,IN,39.2014405,-85.9213796
Crawfordsville,IN,40.0401991,-86.8990249
Crown Point,IN,41.4169806,-87.3653136
Dune Acres,IN,41.649482,-87.085867
Dyer,IN,41.4942021,-87.5217068
Elkhart,IN,41.6819935,-85.9766671
Evansville,IN,37.9747645,-87.5558483
Fishers,IN,39.9555928,-86.0138729
Floyds Knobs,IN,38.3243841,-85.8735251
Fort Wayne,IN,41.0799898,-85.1386015
Gary,IN,41.6021292,-87.3371372
Goshen,IN,41.5824086,-85.834366
Greenfield,IN,39.7855096,-85.7681979
Greenwood,IN,39.6136578,-86.1066526
Huntington,IN,40.8008286,-85.5018494
Indianapolis,IN,39.7683331,-86.1583502
La Porte,IN,41.6105983,-86.7225227
Lebanon,IN,40.0483744,-86.4691677
Mccordsville,IN,39.8939648,-85.9219417
Mishawaka,IN,41.6619927,-86.1586156
New Albany,IN,38.2856247,-85.8241312
Noblesville,IN,40.0455918,-86.0085955
Schererville,IN,41.4789246,-87.4547605
South Bend,IN,41.6833813,-86.2500066
Terre Haute,IN,39.4667025,-87.4139119
Valparaiso,IN,41.4730948,-87.0611412
West Lafayette,IN,40.4258686,-86.9080655
Westfield,IN,40.0428151,-86.1274888
Andover,KS,37.7139041,-97.1364294
Fort Leavenworth,KS,39.345184,-94.921703
Gardner,KS,38.8109254,-94.9272958
Leavenworth,KS,39.3113257,-94.922759
Leawood,KS,38.966673,-94.6169012
Lenexa,KS,38.953669,-94.733734
Olathe,KS,38.8838856,-94.81887
Overland Park,KS,38.9742502,-94.6851702
Scammon,KS,37.2775569,-94.8249602
Shawnee,KS,39.0416718,-94.7202376
Boston,KY,38.2372927,-85.4352363
Bowling Green,KY,36.9903199,-86.4436018
Burlington,KY,39.02756,-84.7241133
Covington,KY,39.0836224,-84.508371
Elizabethtown,KY,37.693952,-85.8591285
Florence,KY,38.9989499,-84.6266111
Ft Mitchell,KY,39.0595047,-84.5474432
Independence,KY,38.9431183,-84.544109
Lexington,KY,38.0464066,-84.4970393
Louisville,KY,38.2542376,-85.759407
Mt Sterling,KY,38.0561079,-83.9431961
Prospect,KY,19.2827462,-81.3373607
Shelbyville,KY,38.2120144,-85.2235666
Slade,KY,37.7950836,-83.7040807
Versailles,KY,38.052576,-84.7299464
Winchester,KY,37.990079,-84.1796503
Abita Springs,LA,30.4785257,-90.0375755
Baton Rouge,LA,30.4507462,-91.154551
Boothville,LA,29.3435519,-89.4197772
Covington,LA,39.0836224,-84.508371
Gonzales,LA,29.5016257,-97.4524926
Gretna,LA,36.9528412,-79.3602341
Harahan,LA,29.9404826,-90.2031313
Independence,LA,37.2242358,-95.7083131
Lafayette,LA,30.2240897,-92.0198427
Mandeville,LA,18.0431254,-77.50741
Monroe,LA,38.2722313,-90.1792484
New Iberia,LA,30.0071735,-91.8136514379643
New Orleans,LA,30.03280175,-89.9750054503052
Patterson,LA,37.471623,-121.1296949
River Ridge,LA,36.8770344,-83.171562
Shreveport,LA,32.5221828,-93.7651944
Slidell,LA,30.2751945,-89.7811745
Vacherie,LA,49.1314425,1.1229277
Youngsville,LA,41.8522809,-79.3186597
Arlington,MA,42.4153739,-71.1564428
Ashland,MA,42.2612067,-71.4633956
Attleboro,MA,41.9445441,-71.2856082
Beverly,MA,42.5584284,-70.8800491
Boston,MA,42.3604823,-71.0595678
Brighton,MA,42.3500971,-71.1564423
Brockton,MA,42.0834335,-71.0183787
Brookline,MA,42.3317642,-71.1211635
Burlington,MA,42.5048167,-71.1956111
Cambridge,MA,42.3750997,-71.1056157
Canton,MA,42.1584324,-71.1447732
Carver,MA,41.8834363,-70.7625376
Charlestown,MA,42.3778749,-71.0619957
Danvers,MA,42.5750946,-70.9300507
Dracut,MA,42.6703687,-71.3020052
East Falmouth,MA,41.5784425,-70.5586401
Fall River,MA,41.7010642,-71.1546367
Fiskdale,MA,42.1162056,-72.11341
Florence,MA,42.3356448,-72.6717575
Foxboro,MA,42.0584323,-71.2494975
Framingham,MA,42.2792625,-71.416172
Franklin,MA,42.5896205,-72.6110645
Gardner,MA,42.5750883,-71.998133
Grafton,MA,42.2070392,-71.6856237
Groton,MA,42.6112242,-71.5745402
Hanson,MA,42.0751013,-70.8800423
Harwich Port,MA,41.6667784,-70.0786284
Haverhill,MA,42.7777829,-71.0767724
Hingham,MA,42.2417669,-70.8897676
Hull,MA,42.3020436,-70.9078243
Ipswich,MA,42.679273,-70.8411583
Jamaica Plain,MA,42.3098201,-71.1203299
Leominster,MA,42.5250906,-71.759794
Lexington,MA,42.4473175,-71.2245003
Littleton,MA,42.5375917,-71.5120096
Lunenburg,MA,42.5945342,-71.724516
Malden,MA,42.4250964,-71.066163
Marlborough,MA,42.3459271,-71.5522874
Marshfield,MA,42.091769,-70.7055941
Maynard,MA,42.4321064,-71.4539683
Medford,MA,42.4184296,-71.1061639
Melrose,MA,42.4564323,-71.064182
Mendon,MA,42.1056525,-71.5522859
Middleboro,MA,41.8931576,-70.9111517
Milford,MA,42.1398188,-71.516174
Milton,MA,42.2495435,-71.0661612
Newton,MA,42.3370414,-71.2092214
Newton Center,MA,42.3306528,-71.1994989
North Attleboro,MA,41.96282195,-71.3427427907239
Northampton,MA,42.3190227,-72.6306344
Northborough,MA,42.319538,-71.6411786
Norton,MA,41.9667666,-71.1869939
Norwood,MA,42.194543,-71.1994976
Peabody,MA,42.5278731,-70.9286609
Pepperell,MA,42.6659227,-71.5884018
Plymouth,MA,41.9584367,-70.6672577
Quincy,MA,42.2528772,-71.0022705
Randolph,MA,42.1625997,-71.0411588
Roxbury,MA,42.3248426,-71.0950158
Salem,MA,42.5195292,-70.8967226
Saugus,MA,42.4648183,-71.010051
Sharon,MA,42.1237102,-71.1786627
Somerset,MA,41.7695463,-71.128656
Somerville,MA,42.3875968,-71.0994968
South Hadley,MA,42.2584245,-72.5745332
South Lee,MA,42.2778653,-73.2773295
Southbridge,MA,42.0750954,-72.0334084
Springfield,MA,42.1014831,-72.589811
Stoughton,MA,42.1250995,-71.1022712
Sturbridge,MA,42.108428,-72.0786871
Tewksbury,MA,42.6106479,-71.2342248
Waltham,MA,42.3756401,-71.2358004
Ware,MA,42.2598146,-72.2398021
Watertown,MA,42.3709299,-71.1828321
Wayland,MA,42.3632063,-71.3606721
Wellesley,MA,42.2964859,-71.2925571
West Roxbury,MA,42.2792649,-71.1494972
West Springfield,MA,42.1070383,-72.6203675
Westborough,MA,42.2694308,-71.6129907
Westford,MA,42.5792583,-71.4378411
Weston,MA,42.3667625,-71.3031132
Wilmington,MA,42.5464828,-71.1736669
Winthrop,MA,42.3750976,-70.982827
Worcester,MA,42.2625932,-71.8022934
Aberdeen,MD,39.5095556,-76.1641197
Abingdon,MD,39.4623305,-76.2791236
Annapolis,MD,38.9786401,-76.492786
Arnold,MD,39.0320784,-76.5025431
Baltimore,MD,39.2908816,-76.610759
Bel Air,MD,39.5355063,-76.3490396
Belcamp,MD,39.4686229,-76.2349083
Beltsville,MD,39.0299081,-76.9149547
Bethesda,MD,38.9848265,-77.0946459
Betterton,MD,39.3659451,-76.0621699
Brookeville,MD,39.1807943,-77.0591072
California,MD,38.3004029,-76.5074542
Chester,MD,38.9753903,-76.2893991
Chevy Chase,MD,38.9932072,-77.0743833
Clarksburg,MD,39.2387164,-77.2794288
Clarksville,MD,39.2065447,-76.9429182
Clinton,MD,38.7651145,-76.8983059
Cockeysville,MD,39.4845658,-76.6502845
College Park,MD,38.980666,-76.9369189
Columbia,MD,39.2156213,-76.8582049
Crofton,MD,39.0017772,-76.6874671
Davidsonville,MD,38.9228697,-76.6277374
District Heights,MD,38.8576128,-76.8894171
Dundalk,MD,39.2574114,-76.5236745
Edgewater,MD,38.9346773,-76.5532021
Elkridge,MD,39.2128338,-76.7137155
Elkton,MD,39.6067789,-75.8332718
Ellicott City,MD,39.2673284,-76.7983067
Emmitsburg,MD,39.7045417,-77.3269307
Forest Hill,MD,39.5851063,-76.387739
Fort George G Meade,MD,39.10517,-76.7476152974745
Fort Washington,MD,38.7125305,-77.0124598
Frederick,MD,39.4142186,-77.4109269
Freeland,MD,39.7048259,-76.6838605
Fulton,MD,39.1509408,-76.9230307
Gaithersburg,MD,39.1434406,-77.2013705
Gambrills,MD,39.067054,-76.6652449
Germantown,MD,39.1731621,-77.2716502
Gwynn Oak,MD,38.7076162,-76.8571933
Hagerstown,MD,39.6419219,-77.7202641
Hancock,MD,39.6989809,-78.1797293
Havre De Grace,MD,39.5489964,-76.0914718
Huntingtown,MD,38.6159533,-76.613015
Hyattsville,MD,38.9529792,-76.9408758
Jessup,MD,39.1492746,-76.7752493
Joppa,MD,39.433719,-76.3577373
La Plata,MD,38.5292877,-76.9752514
Laurel,MD,39.0992752,-76.8483061
Leonardtown,MD,38.2912431,-76.6357946
Lusby,MD,38.3563005,-76.4414308704519
Middletown,MD,39.4437567,-77.5454038
Millersville,MD,39.0595542,-76.6480219
Mount Airy,MD,39.3762145,-77.154704
New Market,MD,39.3826031,-77.2694278
North Bethesda,MD,39.0461292,-77.1130097
North East,MD,39.5162234,-76.9382069
Odenton,MD,39.0897199,-76.7073534
Owings Mills,MD,39.4010753,-76.796299
Pasadena,MD,39.1106375,-76.5506967542792
Pikesville,MD,39.3745035,-76.7227288
Potomac,MD,39.017936,-77.2094542
Reisterstown,MD,39.45927545,-76.8206890138098
Rockville,MD,39.0840054,-77.1527573
Severn,MD,39.1278864,-76.6869128
Silver Spring,MD,38.9959081,-77.0288918
Sparrows Point,MD,39.219275,-76.4760724
Towson,MD,39.4018552,-76.602388
Upper Marlboro,MD,38.8165274,-76.7519753
Waldorf,MD,38.6263882,-76.9106581
Westminster,MD,39.5752639,-76.9959277
Wheaton,MD,39.0398314,-77.0552555
Williamsport,MD,39.6006523,-77.8205508
Anson,ME,44.798403,-69.889526
Brunswick,ME,43.905599,-69.9759914804754
Cape Elizabeth,ME,43.563974,-70.200577
Cumberland,ME,43.8506432,-70.4001498
Gray,ME,43.886016,-70.331726
Hope,ME,44.265363,-69.158936
Jay,ME,44.504341,-70.21637
Kennebunk,ME,43.384092,-70.545273
Kennebunkport,ME,43.362131,-70.477295
Litchfield,ME,44.1331297,-69.9650506
Phippsburg,ME,43.820638,-69.8147684
Pittsfield,ME,44.78281,-69.383469
Rockport,ME,44.1845236,-69.0761491
Saco,ME,43.5009176,-70.4428286
Sanford,ME,43.439249,-70.7742246
South Portland,ME,43.6414716,-70.2408811
Tenants Harbor,ME,43.9673047,-69.2081012
Westbrook,ME,43.6770252,-70.3711617
Yarmouth,ME,43.8006354,-70.1867161
Albion,MI,42.243097,-84.7530304
Ann Arbor,MI,42.2681569,-83.7312291
Benton Harbor,MI,42.1167065,-86.4541894
Bloomdale Township,MI,41.1666089,-83.5565521
Brighton,MI,42.5316918,-83.7846458
Canton,MI,42.308081,-83.4868677071791
Chelsea,MI,42.3917638,-71.0328284
Clarkston,MI,42.7086411,-83.4396633
Clinton Township,MI,42.58484,-82.9348245827748
Coldwater,MI,41.9403263,-85.0005215
Commerce Charter Twp,MI,43.476079,-83.965213
Dearborn Heights,MI,42.3369816,-83.2732627
Delton,MI,42.4997581,-85.4080641
Detroit,MI,42.3486635,-83.0567375
Dexter,MI,42.3383697,-83.8885553
East Lansing,MI,42.7355416,-84.4852469
Eastpointe,MI,42.4683698,-82.9554746
Farmington,MI,36.7304288,-108.2089191
Farmington Hills,MI,42.4853125,-83.3771553
Fenton,MI,38.5131989,-90.4400578
Ferndale,MI,42.4605917,-83.1346478
Flat Rock,MI,42.0964314,-83.2918744
Flint,MI,43.0171773,-83.7236024
Galesburg,MI,40.9479779,-90.3705842
Grand Haven,MI,43.0630734,-86.2283864
Grand Rapids,MI,42.9632405,-85.6678639
Grandville,MI,42.909598,-85.7630956
Grosse Pointe Farms,MI,42.4092038,-82.8918587
Hart,MI,43.698341,-86.363965
Highland,MI,44.1455678,-85.2664329
Howell,MI,42.6072552,-83.9293952
Jackson,MI,32.2990384,-90.1847691
Kalamazoo,MI,42.291707,-85.5872286
Lake City,MI,44.335287,-85.215046
Lake Orion,MI,42.7844752,-83.2396612
Lansing,MI,42.7337712,-84.5553805
Livonia,MI,42.36837,-83.3527097
Lupton,MI,44.4311278,-84.0258299
Macomb,MI,42.6741189,-82.902901
Marshall,MI,35.9089643,-92.6312746
Mason,MI,43.9778831,-86.246291
Mattawan,MI,42.2094839,-85.784453
Middleville,MI,42.7130889,-85.4619599
Midland,MI,43.6155825,-84.2472117
Niles,MI,41.8297694,-86.2541768
Northville,MI,42.4310806,-83.4832262
Okemos,MI,42.721839,-84.428183
Plymouth,MI,42.3712,-83.4675021
Pontiac,MI,40.8808666,-88.6297839
Portage,MI,42.2011538,-85.5800022
Rochester,MI,43.157285,-77.615214
Rochester Hills,MI,42.6583661,-83.1499322
Rockford,MI,42.2713945,-89.093966
Royal Oak,MI,42.4894801,-83.1446485
Saint Clair,MI,42.9426715,-82.6283554
Saline,MI,37.750075,-88.5302584
Spring Lake,MI,43.076963,-86.196997
Sterling Heights,MI,42.5803122,-83.0302033
Tecumseh,MI,42.0039331,-83.9449417
Three Rivers,MI,41.9442722,-85.6346222
Trenton,MI,40.2170575,-74.7429463
Troy,MI,42.6055893,-83.1499304
Waterford,MI,42.7022527,-83.402718
West Bloomfield,MI,44.2208134,-88.9717809
Westland,MI,42.3238056,-83.4005321
Woodhaven,MI,42.1370519,-83.2451066
Ypsilanti,MI,42.2410562,-83.613055
Zeeland,MI,42.8124349,-86.0288167
Andover,MN,45.2332985,-93.2913405
Blaine,MN,45.1607987,-93.2349489
Bloomington,MN,44.8322405,-93.3204872
Brainerd,MN,46.3580221,-94.2008288
Burnsville,MN,44.7677424,-93.2777226
Champlin,MN,45.1888539,-93.3974538
Cottage Grove,MN,44.8277446,-92.9438218
Eden Prairie,MN,44.8546856,-93.470786
Forest Lake,MN,45.2791076,-92.9851372
Fridley,MN,45.0838291,-93.2590388
Hermantown,MN,46.8068852,-92.2382464
Hopkins,MN,44.9271194,-93.4074945
Lakeville,MN,44.650051,-93.2432791
Maplewood,MN,44.9533351,-92.9953373
Minneapolis,MN,44.9772995,-93.2654692
New Hope,MN,45.0380201,-93.3866185
Osseo,MN,45.1194091,-93.4024532
Otsego,MN,45.2741314,-93.5913502
Rochester,MN,44.0233269,-92.4630215
Rosemount,MN,44.7391873,-93.12611
Saint Paul,MN,44.9504037,-93.1015026
Savage,MN,44.7779041,-93.3356204
Shakopee,MN,44.7980186,-93.5268986
Shoreview,MN,45.0722056,-93.1282878
Woodbury,MN,44.92317,-92.9588282
Ballwin,MO,38.5931958,-90.5459836
